Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","624.849","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","620.572","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","610.449","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","598.21","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","584.071","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","570.975","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","557.04","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","543.511","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","535.674","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","516.705","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","503.732","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","491.694","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","484.088","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","472.648","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","463.529","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","464.89","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","511.779","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","546.36","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","112","Belarus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","529.449","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","112.897","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","110.492","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","99.532","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","109.081","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","102.361","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","104.84","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","102.45","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","86.634","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","95.732","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","78.854","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","55.932","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","72.708","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","69.91","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","92.297","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","86.736","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","83.674","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","81.668","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","69.289","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","65.959","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","60.838","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","58.648","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","53.019","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","61.701","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","55.595","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","53.911","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","57.847","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","54.675","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","47.827","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","056","Belgium","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","44.905","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","488.671","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","472.261","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","444.559","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","409.605","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","373.47","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","336.899","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","070","Bosnia and Herzegovina","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","313.813","X","Figure from international organizations",""
