Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","445.109","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","434.877","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","427.797","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","420.684","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","411.19","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","403.692","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","400.097","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","401.188","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","407.667","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","424.151","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","414.496","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","411.997","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","385.792","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","383.919","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","361.128","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","334.927","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","260.186","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","051","Armenia","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","242.192","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","1443.378","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","1511.417","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","1535.687","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","1601.314","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","1668.945","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","1673.724","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","1651.28","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","1617.88","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","1615.283","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","1560.78","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","1530.998","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","1551.617","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","1553.005","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","1556.656","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","1571.001","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","1591.854","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","1571.473","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","1630.672","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","1594.018","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","1623.406","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","1626.793","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","1646.276","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","1652.474","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","1669.259","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","1680.253","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","1711.886","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","1736.778","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","1757.286","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","031","Azerbaijan","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","1752.253","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","5.362","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","5.323","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","5.295","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","5.268","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","5.245","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","5.146","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","5.061","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","4.998","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","4.968","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","4.978","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","5.061","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","5.257","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","5.5","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","5.767","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","6.07","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","6.421","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","6.817","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","7.181","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","7.537","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","7.653","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","7.837","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","7.966","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","8.006","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","8.072","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","8.252","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","8.383","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","8.612","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","8.892","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","048","Bahrain","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","9.104","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","050","Bangladesh","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","24188.582","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","050","Bangladesh","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","24681.737","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","050","Bangladesh","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","25123.868","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","050","Bangladesh","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","25541.344","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","050","Bangladesh","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","25860.858","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","050","Bangladesh","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","26040.796","X","Figure from international organizations","Adjusted"
