Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","165.61","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","161.81","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","161.74","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","163.43","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","164.95","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","164.91","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","163.09","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","155.26","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","144.76","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","150.3","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","148.84","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","144.73","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","148.37","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","159.98","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","142.54","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","137.58","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","134.48","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","132.3","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","133.64","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","139.21","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","143.51","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","139.44","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","115.11","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","100.65","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","115.61","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","112.78","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","105.25","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","113.34","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","101.79","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","108.47","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","100.03","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","113.22","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","109.41","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","101.25","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","107.15","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","100.45","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","104.58","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","95.95","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","99.48","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","95.12","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","90.41","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","99.98","E","Estimated value"
"QI","Production Indices","004","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","104.44","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","43.74","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","40.21","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","45.45","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","45.93","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","48.22","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","42.25","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","46.23","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","46.11","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","45.01","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","47.06","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","48.6","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","52.57","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","61.62","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","71.88","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","75.23","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","82.56","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","85.56","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","86.07","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","74.83","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","83.32","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","90.18","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","94.13","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","98.55","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","106.26","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","95.19","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","94.03","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","82.43","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","80.4","E","Estimated value"
"QI","Production Indices","051","Armenia","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","84.56","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","79.31","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","65.41","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","57.56","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","54.15","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","59.08","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","53.21","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","55.36","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","59.8","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","66.05","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","72.22","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","75.23","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","78.63","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","79.14","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","88.41","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","87.57","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","88.09","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","90.51","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","95.13","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","92.02","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","96.37","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","99.22","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","100.73","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","95.81","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","100.82","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","103.37","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","108.13","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","112.9","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","120.6","E","Estimated value"
"QI","Production Indices","031","Azerbaijan","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","121.03","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","114.66","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","111.39","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","109.28","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","106.14","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","106.97","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","102.58","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","101.9","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","97.63","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","98.18","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","97.31","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","92.09","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","91.65","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","90.71","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","92.04","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","123.55","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","149","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","171.2","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","164.27","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","160.74","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","162.48","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","78.97","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","77.54","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","71.98","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","77.79","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","85.97","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","76.09","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","95.67","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","75.41","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","76.14","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","55.33","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","55.55","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","62.6","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","67.24","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","59.93","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","64.49","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","64.54","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","76.01","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","77.54","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","71.89","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","74.86","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","63.06","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","57.17","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","51.53","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","44.65","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","42.11","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","46.12","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","43.27","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","40.07","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","42.36","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","37.57","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","48.73","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","66.56","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","84.05","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","76.89","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","106.22","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","116.89","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","112.79","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","108.77","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","107.87","E","Estimated value"
"QI","Production Indices","048","Bahrain","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","106.7","E","Estimated value"
"QI","Production Indices","050","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","85.41","E","Estimated value"
"QI","Production Indices","050","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","79.36","E","Estimated value"
"QI","Production Indices","050","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","86.22","E","Estimated value"
"QI","Production Indices","050","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","83.91","E","Estimated value"
"QI","Production Indices","050","Bangladesh","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","83.2","E","Estimated value"
